arm,stratum,k,age,dropped,regime,mechanisms,target_frac,n_top,b1,b2,n_dropped,lev_hit,lam_ratio
C,0,8,3.0,"[3, 4, 13, 16, 22, 26, 29, 31]",,,,,0.8222222222222222,0.5333333333333333,8,0.2824518575330513,0.9879196941125611
C,0,8,3.0,"[1, 5, 7, 12, 15, 18, 39, 43]",,,,,0.8222222222222222,0.5333333333333333,8,0.36935774742032673,0.9893288516824793
C,0,8,3.0,"[6, 23, 26, 27, 31, 32, 34, 35]",,,,,0.8222222222222222,0.5333333333333333,8,0.037705055432967295,0.9960459709995797
C,0,8,3.0,"[3, 6, 18, 21, 29, 36, 38, 42]",,,,,0.8222222222222222,0.5333333333333333,8,0.017816015729513298,0.9987864290116785
C,0,8,3.0,"[0, 5, 11, 13, 22, 36, 37, 42]",,,,,0.8222222222222222,0.5333333333333333,8,0.04795621606244607,0.9988074142467487
C,0,8,3.0,"[23, 25, 28, 30, 35, 36, 41, 42]",,,,,0.8222222222222222,0.5333333333333333,8,0.03230629039759074,0.9967000701423022
C,0,8,3.0,"[4, 5, 10, 12, 14, 22, 24, 43]",,,,,0.8222222222222222,0.5333333333333333,8,0.22871632532765843,0.9898929253780782
C,0,8,3.0,"[1, 4, 12, 13, 20, 26, 31, 35]",,,,,0.8222222222222222,0.5333333333333333,8,0.45469979375910935,0.5587969046198731
C,0,8,3.0,"[12, 20, 22, 25, 30, 32, 33, 42]",,,,,0.8222222222222222,0.5333333333333333,8,0.061842030080446204,0.9961046740070315
C,0,8,3.0,"[1, 6, 7, 13, 15, 26, 29, 40]",,,,,0.8222222222222222,0.5333333333333333,8,0.40459493789016715,0.9853661800001945
C,0,8,3.0,"[6, 10, 12, 19, 27, 30, 34, 37]",,,,,0.8222222222222222,0.5333333333333333,8,0.006599185440904552,0.9994711502626368
C,0,8,3.0,"[2, 7, 16, 21, 24, 28, 34, 37]",,,,,0.8222222222222222,0.5333333333333333,8,0.2379100544928754,0.9917908790040522
C,0,8,3.0,"[2, 7, 8, 24, 26, 27, 32, 41]",,,,,0.8222222222222222,0.5333333333333333,8,0.42596473382537725,4.894265294320239e-13
C,0,8,3.0,"[2, 3, 8, 13, 20, 22, 23, 43]",,,,,0.8222222222222222,0.5333333333333333,8,0.23461506690654926,0.7830526199184833
C,0,8,3.0,"[6, 11, 15, 17, 25, 30, 40, 43]",,,,,0.8222222222222222,0.5333333333333333,8,0.06599485560157821,0.9957817724595427
C,0,8,3.0,"[2, 13, 14, 16, 22, 23, 25, 27]",,,,,0.8222222222222222,0.5333333333333333,8,0.0803916838992412,0.9952936891010932
C,0,8,3.0,"[16, 18, 23, 24, 25, 37, 41, 44]",,,,,0.8222222222222222,0.5333333333333333,8,0.11053730978482858,4.902680275734712e-13
C,0,8,3.0,"[3, 7, 11, 18, 24, 35, 39, 42]",,,,,0.8222222222222222,0.5333333333333333,8,0.24539811448259224,0.9922416332817754
C,0,8,3.0,"[1, 19, 23, 25, 35, 39, 40, 43]",,,,,0.8222222222222222,0.5333333333333333,8,0.22499004844935655,0.9899591233081726
C,0,8,3.0,"[8, 17, 22, 25, 26, 29, 32, 35]",,,,,0.8222222222222222,0.5333333333333333,8,0.2587648762418102,4.859307861801619e-13
C,0,8,3.0,"[0, 10, 14, 17, 18, 24, 27, 32]",,,,,0.8222222222222222,0.5333333333333333,8,0.05206715105103369,0.9962425521847977
C,0,8,3.0,"[11, 24, 31, 34, 35, 37, 43, 44]",,,,,0.8222222222222222,0.5333333333333333,8,0.06287119753460312,0.9960318498126661
C,0,8,3.0,"[0, 2, 3, 7, 9, 14, 31, 37]",,,,,0.8222222222222222,0.5333333333333333,8,0.20839419886387758,0.9560120129151207
C,0,8,3.0,"[4, 5, 8, 11, 25, 30, 31, 44]",,,,,0.8222222222222222,0.5333333333333333,8,0.442077203655249,0.7774745753469957
C,0,8,3.0,"[5, 9, 11, 13, 22, 26, 28, 38]",,,,,0.8222222222222222,0.5333333333333333,8,0.09576275167481596,0.9953822527236421
C,0,8,3.0,"[6, 7, 23, 24, 31, 35, 41, 42]",,,,,0.8222222222222222,0.5333333333333333,8,0.20051569645237452,0.9927346321452895
C,0,8,3.0,"[0, 4, 9, 16, 19, 21, 31, 43]",,,,,0.8222222222222222,0.5333333333333333,8,0.2611804107001668,0.9908858973498985
C,0,8,3.0,"[10, 15, 16, 17, 37, 40, 41, 43]",,,,,0.8222222222222222,0.5333333333333333,8,0.04115307136791124,0.9967785205967497
C,0,8,3.0,"[13, 15, 22, 26, 28, 30, 34, 36]",,,,,0.8222222222222222,0.5333333333333333,8,0.04720416742370015,0.996029457658447
C,0,8,3.0,"[4, 13, 18, 20, 25, 33, 35, 37]",,,,,0.8222222222222222,0.5333333333333333,8,0.2643007968498385,0.9887736855991494
C,0,8,3.0,"[0, 6, 10, 16, 20, 26, 32, 34]",,,,,0.8222222222222222,0.5333333333333333,8,0.11202799055988334,0.993618497358
C,0,8,3.0,"[0, 4, 15, 18, 22, 28, 36, 40]",,,,,0.8222222222222222,0.5333333333333333,8,0.2094016068794892,0.9924574357510426
C,0,8,3.0,"[4, 16, 23, 25, 31, 36, 41, 42]",,,,,0.8222222222222222,0.5333333333333333,8,0.2603922188001844,0.9885022631074686
C,0,8,3.0,"[5, 13, 17, 18, 21, 25, 29, 44]",,,,,0.8222222222222222,0.5333333333333333,8,0.0487646121889435,0.9965951820805278
C,0,8,3.0,"[2, 11, 27, 30, 34, 35, 36, 42]",,,,,0.8222222222222222,0.5333333333333333,8,0.030140890869460944,0.9991180002543562
