event_id,arm,regime,stratum,configured_b1,configured_b2,lev_hit,precomputed_lam_ratio,expected_availability,mean_configured_age,mean_freshness,lam_min,lam_ratio,observability_loss,u_lmax,u_trace
92,C,,0,0.8222222222222222,0.5333333333333333,0.0126259193942843,0.9992507238279524,0.8222222222222222,0.5333333333333333,0.8222222222222222,5.683427874836586,0.9992507238261793,0.000749276173820701,2.9963532745625704e-07,8.987001557188733e-06
93,C,,0,0.8222222222222222,0.5333333333333333,0.3845739731358666,0.7805006636627358,0.8222222222222222,0.5333333333333333,0.8222222222222222,4.439245449026831,0.7805006636614841,0.21949933633851593,0.00011234760568379904,6.754457136396667e-05
94,C,,0,0.8222222222222222,0.5333333333333333,0.0460619717415715,0.9987203591786056,0.8222222222222222,0.5333333333333333,0.8222222222222222,5.680411325381468,0.9987203591777899,0.0012796408222101041,5.119994768901335e-07,3.4925836872336994e-06
95,C,,0,0.8222222222222222,0.5333333333333333,0.1910693745731486,0.9932667324372024,0.8222222222222222,0.5333333333333333,0.8222222222222222,5.649392789681051,0.9932667324346932,0.006733267565306789,2.7088373676746956e-06,1.14935238944778e-06
96,C,,0,0.8222222222222222,0.5333333333333333,0.0330111290631888,0.9967378694134592,0.8222222222222222,0.5333333333333333,0.8222222222222222,5.669135539114394,0.9967378694132994,0.0032621305867005512,1.307810601654173e-06,3.6475566327340784e-06
97,C,,0,0.8222222222222222,0.5333333333333333,0.2075358202344442,0.9927968604475204,0.8222222222222222,0.5333333333333333,0.8222222222222222,5.646720303706514,0.9927968604484058,0.00720313955159424,2.8992400530188453e-06,6.985883496747076e-06
98,C,,0,0.8222222222222222,0.5333333333333333,0.192006730142331,0.7838658031878624,0.8222222222222222,0.5333333333333333,0.8222222222222222,4.458385317854597,0.7838658031866571,0.2161341968133429,0.00011015089759484667,5.9985044723833024e-05
99,C,,0,0.8222222222222222,0.5333333333333333,0.0632090278315601,0.9963014671095388,0.8222222222222222,0.5333333333333333,0.8222222222222222,5.666653418295502,0.9963014671082957,0.003698532891704298,1.48341612290599e-06,2.4129954247282806e-06
100,C,,1,0.6444444444444445,1.0666666666666669,0.4287173938815201,0.7747893068001918,0.6444444444444445,1.0666666666666667,0.6444444444444445,4.406761024426173,0.7747893067990169,0.22521069320098308,0.00011611950584038566,7.506727420637282e-05
101,C,,1,0.6444444444444445,1.0666666666666669,0.6272915383684282,0.7744835452924153,0.6444444444444445,1.0666666666666667,0.6444444444444445,4.4050219479104396,0.7744835452928616,0.22551645470713844,0.00011632300398978083,6.994515685321261e-05
102,C,,1,0.6444444444444445,1.0666666666666669,0.1459057490067204,4.902680133595825e-13,0.6444444444444445,1.0666666666666667,0.6444444444444445,2.7884922882526205e-12,4.902680211280532e-13,0.9999999999995097,0.3999781661245212,0.11832438509955488
103,C,,1,0.6444444444444445,1.0666666666666669,0.1748529875483642,4.858825456693001e-13,0.6444444444444445,1.0666666666666667,0.6444444444444445,2.763549066301084e-12,4.858825458236188e-13,0.9999999999995142,0.39997816612627696,0.23661082305584766
104,C,,1,0.6444444444444445,1.0666666666666669,0.4635805283248617,0.9830855363590634,0.6444444444444445,1.0666666666666667,0.6444444444444445,5.5914853073954704,0.9830855363567045,0.01691446364329552,6.875200205734989e-06,1.3639526729279882e-05
105,C,,1,0.6444444444444445,1.0666666666666669,0.3785848579874897,0.9883642725218512,0.6444444444444445,1.0666666666666667,0.6444444444444445,5.621509119781106,0.9883642725207012,0.011635727479298752,4.704324649873916e-06,1.5170684652655931e-05
106,C,,1,0.6444444444444445,1.0666666666666669,0.0541104525581526,0.998446590403232,0.6444444444444445,1.0666666666666667,0.6444444444444445,5.678854213601659,0.9984465904052607,0.0015534095947392634,6.217078630549821e-07,4.01247518932002e-06
107,C,,1,0.6444444444444445,1.0666666666666669,0.053241741410854,0.9955104085718068,0.6444444444444445,1.0666666666666667,0.6444444444444445,5.662154122934477,0.9955104085701697,0.0044895914298302975,1.8021251540522575e-06,1.9562689498836457e-05
108,C,,1,0.6444444444444445,1.0666666666666669,0.1104956639422671,0.9948231897419824,0.6444444444444445,1.0666666666666667,0.6444444444444445,5.658245435602854,0.9948231897417885,0.005176810258211484,2.079409287819898e-06,5.183793898210999e-06
